"ID","Campaign","Year","CAMPAIGN","LOCATION","BYEAR","EYEAR","TARGET","SUCCESS","LIMITED","FAILURE","ONGOING","VIOL","NONVIOL","FSELFDET","REGCHANGE","SECESSION","OTHER","match_key","protest_clean","Num_Image","Num_Banner","Eng_Banner","eng_prop_year","Protest","match_dist","cow","iso3","colonized_english","colonized","navco21_id","match_quality","camp_name","location","progress","repression","camp_size","prim_meth","camp_beyear","end_year","status","camp_goals","goalschange","territory","country_name","cow.vdem","v2svdomaut","v2svstterr","v2csreprss","v2x_civlib","v2xcl_dmove","v2x_clpol","p_polity2","wdi_gdpcapcon2015","wdi_pop","wdi_fdiin","wdi_import","wdi_export","fi_ftradeint_pd","aid_crsc","aid_crsio","aid_crnio","ht_colonial","panel_campaign_key","panel_campaign_id","any_progress","concession","full_success","failure_yr","progress_ord","nonviolent","repression_yr","lnpop_yr","lngdp_yr","lnaid_yr","duration","time_in_campaign","goals","viol"
317,"2011 Algeria Anti-Abdelaziz Bouteflika Campaign protest banner",2011,"Anti-Abdelaziz Bouteflika Campaign","Algeria",2010,2012,"Abdelaziz Bouteflika's Government",0,1,0,0,0,1,0,1,0,0,"Algeria Anti-Abdelaziz Bouteflika Campaign","Algeria Anti-Abdelaziz Bouteflika Campaign",324,697,63,0.0903873744619799,"2011 Algeria Anti-Abdelaziz Bouteflika Campaign protest",0,615,"DZA","0",1,317,"exact","Anti-Abdelaziz Bouteflika Campaign","Algeria",1,3,2,1,0,2012,0,0,0,"","Algeria",615,1.539,88.286,-0.205,0.602,0.677,0.534,2,3969.66157703235,36543541,1.28553461707309,28.6861830923084,38.7881186400386,5.51508508958465,213123712,96225368,6,6,"NAVCO2.1 ID 317",317,1,0,0,0,"1",1,3,17.4140150117175,8.28643612496766,19.5499809091917,3,2,"0","0"
317,"2012 Algeria Anti-Abdelaziz Bouteflika Campaign protest banner",2012,"Anti-Abdelaziz Bouteflika Campaign","Algeria",2010,2012,"Abdelaziz Bouteflika's Government",0,1,0,0,0,1,0,1,0,0,"Algeria Anti-Abdelaziz Bouteflika Campaign","Algeria Anti-Abdelaziz Bouteflika Campaign",153,297,24,0.0808080808080808,"2012 Algeria Anti-Abdelaziz Bouteflika Campaign protest",0,615,"DZA","0",1,317,"exact","Anti-Abdelaziz Bouteflika Campaign","Algeria",5,3,1,1,0,2012,0,0,0,"","Algeria",615,1.539,91,-0.205,0.611,0.695,0.535,2,4025.64280301169,37260563,0.717693335672016,28.5144313881196,36.8905478100074,5.12969532679376,175723184,137738720,8,6,"NAVCO2.1 ID 317",317,0,0,0,1,"5",1,3,17.4334460330611,8.30043987971316,19.5631883955022,3,3,"0","0"
319,"2013 Egypt Sinai Insurgency protest banner",2013,"Sinai Insurgency","Egypt",2013,2019,"Sisi Government",0,0,1,1,1,0,0,1,0,0,"Egypt Sinai Insurgency","Egypt Sinai Insurgency",120,166,21,0.126506024096386,"2013 Egypt Sinai Insurgency protest",0,651,"EGY","1",1,319,"exact","Sinai Insurgency","Egypt",0,3,1,0,1,2013,1,0,0,"","Egypt",651,1.158,84.727,-1.182,0.217,0.429,0.226,-4,3283.74071993724,93377890,1.45343420769727,23.3551924317351,17.0178456245969,5.98558994941592,6917741568,1746383360,15,5,"NAVCO2.1 ID 319",319,0,0,0,0,"0",0,3,18.3521651514068,8.09673851493934,22.8824567658625,7,1,"0","1"
320,"2011 Jordan Protest for Constitutional Reform banner",2011,"Protest for Constitutional Reform","Jordan",2011,2013,"Government (Prime Minister Samir Rifai)",0,1,0,0,0,1,0,1,0,0,"Jordan Protest for Constitutional Reform","Jordan Protest for Constitutional Reform",148,364,45,0.123626373626374,"2011 Jordan Protest for Constitutional Reform",0,663,"JOR","1",1,320,"exact","Protest for Constitutional Reform","Jordan",3,2,1,1,0,2013,0,1,0,"","Jordan",663,1.058,97.833,0.176,0.641,0.756,0.541,-3,4872.99655319502,7109980,5.03335872518524,72.1491018478831,46.5505776138352,8.23227505746322,1126481024,275321376,8,5,"NAVCO2.1 ID 320",320,1,1,0,0,"3",1,2,15.7770099888359,8.49146433551615,21.0610246748269,3,1,"1","0"
320,"2012 Jordan Protest for Constitutional Reform banner",2012,"Protest for Constitutional Reform","Jordan",2011,2013,"Government (Prime Minister Samir Rifai)",0,1,0,0,0,1,0,1,0,0,"Jordan Protest for Constitutional Reform","Jordan Protest for Constitutional Reform",60,201,15,0.0746268656716418,"2012 Jordan Protest for Constitutional Reform",0,663,"JOR","1",1,320,"exact","Protest for Constitutional Reform","Jordan",3,2,2,1,0,2013,0,0,1,"","Jordan",663,1.058,97.833,0.169,0.641,0.752,0.542,-3,4920.86518854285,7211863,4.89480688987219,72.6296023235266,45.2259854350753,8.24035031158422,3716055552,547798464,8,5,"NAVCO2.1 ID 320",320,1,1,0,0,"3",1,2,15.7912378670073,8.50123964535617,22.1734392870607,3,2,"0","0"
320,"2013 Jordan Protest for Constitutional Reform banner",2013,"Protest for Constitutional Reform","Jordan",2011,2013,"Government (Prime Minister Samir Rifai)",0,1,0,0,0,1,0,1,0,0,"Jordan Protest for Constitutional Reform","Jordan Protest for Constitutional Reform",46,132,14,0.106060606060606,"2013 Jordan Protest for Constitutional Reform",0,663,"JOR","1",1,320,"exact","Protest for Constitutional Reform","Jordan",5,1,1,1,0,2013,0,1,1,"","Jordan",663,0.823,97.583,0.394,0.663,0.717,0.543,-3,4732.38723182253,7694814,5.64977168061743,70.1559243429093,41.2956035259335,8.22993457495995,1802110848,611161792,13,5,"NAVCO2.1 ID 320",320,0,0,0,1,"5",1,1,15.856057153423,8.46218505434158,21.6042496056028,3,3,"1","0"
328,"2012 Mali Northern Mali conflict protest banner",2012,"Northern Mali conflict","Mali",2012,2015,"Mailian government",0,1,0,0,1,0,0,0,1,0,"Mali Northern Mali conflict","Mali Northern Mali conflict",191,324,47,0.145061728395062,"2012 Mali Northern Mali conflict protest",0,432,"MLI","0",1,328,"exact","Northern Mali Conflict","Mali",3,3,-99,0,0,2013,1,0,0,"","Mali",432,1.32,66.143,1.835,0.825,0.833,0.905,0,682.287841880071,16514687,3.19756727737826,31.2642545447676,27.8563400059191,6.11366214798776,517056448,131126336,14,6,"NAVCO2.1 ID 328",328,1,1,0,0,"3",0,3,16.61976066416,6.5254516243457,20.289683290158,4,1,"0","1"
328,"2013 Mali Northern Mali conflict protest banner",2013,"Northern Mali conflict","Mali",2012,2015,"Mailian government",0,1,0,0,1,0,0,0,1,0,"Mali Northern Mali conflict","Mali Northern Mali conflict",144,262,35,0.133587786259542,"2013 Mali Northern Mali conflict protest",0,432,"MLI","0",1,328,"exact","Northern Mali Conflict","Mali",0,3,-99,0,0,2013,1,0,0,"","Mali",432,0.38,75,1.179,0.794,0.753,0.863,5,677.861138723626,17004033,2.32536499405128,39.8771206135254,24.9405402595496,5.96602314271869,941684736,1512546048,16,6,"NAVCO2.1 ID 328",328,0,0,0,0,"0",0,3,16.6489611091788,6.51894245682179,21.6210792232305,4,2,"0","1"
332,"2009 Georgia 2009 Anti-Saakashvili Campaign protest banner",2009,"2009 Anti-Saakashvili Campaign","Georgia",2009,2009,"Government of Georgia",0,0,1,0,0,1,0,1,0,0,"Georgia 2009 Anti-Saakashvili Campaign","Georgia Anti-Saakashvili Campaign",30,45,2,0.0444444444444444,"2009 Georgia 2009 Anti-Saakashvili Campaign protest",0.124667729930888,372,"GEO","0",0,332,"close","Anti-Shashkvilli Campaign","Georgia",0,2,2,1,0,2013,0,0,0,"","Georgia",372,1.76,79.333,2.408,0.718,0.754,0.785,6,2897.1308766973,3814419,6.13737283911673,48.6478372067163,29.5452018236406,8.49956513274127,776140096,865052032,12,0,"NAVCO2.1 ID 332",332,0,0,0,0,"0",1,2,15.1542989175249,7.97147617337898,21.2186887226397,1,1,"0","0"
333,"2009 Iran Green Revolution and Day of Rage protest banner",2009,"Green Revolution and Day of Rage","Iran",2009,2013,"Government",0,1,0,0,0,1,0,1,0,0,"Iran Green Revolution and Day of Rage","Iran Green Revolution and Day of Rage",45,119,8,0.0672268907563025,"2009 Iran Green Revolution and Day of Rage protest",0,630,"IRN","0",0,333,"exact","Green Revolution and Day of Rage","Iran",0,3,5,1,0,2013,0,0,0,"","Iran",630,1.449,91.667,-1.624,0.224,0.47,0.158,-7,5155.85725170023,74322685,0.716484923199016,20.988091086537,22.7114891378215,5.1457834475479,87383384,15532690,6,0,"NAVCO2.1 ID 333",333,0,0,0,0,"0",1,3,18.1239267793738,8.54788867781473,18.449424408234,5,1,"0","0"
333,"2010 Iran Green Revolution and Day of Rage protest banner",2010,"Green Revolution and Day of Rage","Iran",2009,2013,"Government",0,1,0,0,0,1,0,1,0,0,"Iran Green Revolution and Day of Rage","Iran Green Revolution and Day of Rage",57,118,9,0.076271186440678,"2010 Iran Green Revolution and Day of Rage protest",0,630,"IRN","0",0,333,"exact","Green Revolution and Day of Rage","Iran",0,3,0,1,0,2013,0,0,0,"","Iran",630,1.449,91.667,-2.047,0.189,0.446,0.111,-7,5378.71771332894,75373855,0.749571759976535,19.3709904542309,24.399653282909,5.15591772677501,108636504,22725856,7,0,"NAVCO2.1 ID 333",333,0,0,0,0,"0",1,3,18.1379710221831,8.59020528150016,18.6934701770148,5,2,"0","0"
333,"2011 Iran Green Revolution and Day of Rage protest banner",2011,"Green Revolution and Day of Rage","Iran",2009,2013,"Government",0,1,0,0,0,1,0,1,0,0,"Iran Green Revolution and Day of Rage","Iran Green Revolution and Day of Rage",42,88,9,0.102272727272727,"2011 Iran Green Revolution and Day of Rage protest",0,630,"IRN","0",0,333,"exact","Green Revolution and Day of Rage","Iran",0,3,3,1,0,2013,0,0,0,"","Iran",630,1.449,91.667,-1.716,0.191,0.446,0.118,-7,5450.93821512386,76342971,0.683036656371718,16.2861016653904,24.9333131264674,5.19362544371378,99933184,6154879,5,0,"NAVCO2.1 ID 333",333,0,0,0,0,"0",1,3,18.1507465225225,8.60354302240527,18.4797800996121,5,3,"0","0"
333,"2012 Iran Green Revolution and Day of Rage protest banner",2012,"Green Revolution and Day of Rage","Iran",2009,2013,"Government",0,1,0,0,0,1,0,1,0,0,"Iran Green Revolution and Day of Rage","Iran Green Revolution and Day of Rage",43,135,12,0.0888888888888889,"2012 Iran Green Revolution and Day of Rage protest",0,630,"IRN","0",0,333,"exact","Green Revolution and Day of Rage","Iran",0,3,1,1,0,2013,0,0,0,"","Iran",630,1.449,91.667,-1.716,0.191,0.446,0.118,-7,5180.0860295384,77324451,0.723831888828296,21.6140464814866,22.4753001992586,2.58343826239408,113937088,11501190,7,0,"NAVCO2.1 ID 333",333,0,0,0,0,"0",1,3,18.1635207766072,8.55257694313461,18.6473243947656,5,4,"0","0"
333,"2013 Iran Green Revolution and Day of Rage protest banner",2013,"Green Revolution and Day of Rage","Iran",2009,2013,"Government",0,1,0,0,0,1,0,1,0,0,"Iran Green Revolution and Day of Rage","Iran Green Revolution and Day of Rage",37,71,6,0.0845070422535211,"2013 Iran Green Revolution and Day of Rage protest",0,630,"IRN","0",0,333,"exact","Green Revolution and Day of Rage","Iran",5,3,2,1,0,2013,0,0,0,"","Iran",630,1.449,89.429,-1.432,0.234,0.441,0.145,-7,5027.48471948954,78458928,0.61893186525587,21.9038111775683,25.1829067419072,4.10278971758507,106683280,344906944,7,0,"NAVCO2.1 ID 333",333,0,0,0,1,"5",1,3,18.1780858356393,8.52267508225672,19.9282857447442,5,5,"0","0"
335,"2010 Russia Snow Revolution protest banner",2010,"Snow Revolution","Russia",2010,2019,"Putin",0,0,1,1,0,1,0,1,0,0,"Russia Snow Revolution","Russia Snow Revolution",60,129,15,0.116279069767442,"2010 Russia Snow Revolution protest",0,365,"RUS","0",0,335,"close","Anti-Putin/ ""Snow Revolution""","Russia",0,2,2,1,0,2013,1,1,0,"","Russia",365,1.973,98.867,0.235,0.542,0.805,0.472,4,8755.11328125,142849468,2.83082730005737,21.1399447023288,29.2155607850389,5.89939451061132,28220,184824448,3,0,"NAVCO2.1 ID 335",335,0,0,0,0,"0",1,2,18.7773019624479,9.07739318367108,19.0350696819768,10,1,"1","0"
335,"2011 Russia Snow Revolution protest banner",2011,"Snow Revolution","Russia",2010,2019,"Putin",0,0,1,1,0,1,0,1,0,0,"Russia Snow Revolution","Russia Snow Revolution",113,258,30,0.116279069767442,"2011 Russia Snow Revolution protest",0,365,"RUS","0",0,335,"close","Anti-Putin/ ""Snow Revolution""","Russia",0,3,3,1,0,2013,1,0,0,"","Russia",365,1.973,98.8,0.062,0.544,0.828,0.455,4,9124.4677734375,142960908,2.69235742380976,19.9800379279369,28.0553614798549,6.04125563525075,NA,5.65e+08,1,0,"NAVCO2.1 ID 335",335,0,0,0,0,"0",1,3,18.7780817802222,9.11871485055102,20.1523362908806,10,2,"0","0"
335,"2012 Russia Snow Revolution protest banner",2012,"Snow Revolution","Russia",2010,2019,"Putin",0,0,1,1,0,1,0,1,0,0,"Russia Snow Revolution","Russia Snow Revolution",113,205,19,0.0926829268292683,"2012 Russia Snow Revolution protest",0,365,"RUS","0",0,335,"close","Anti-Putin/ ""Snow Revolution""","Russia",1,2,2,1,0,2013,1,0,0,"","Russia",365,1.973,98.867,-0.255,0.518,0.803,0.42,4,9475.6826171875,143201721,2.29079639619755,20.2440700464294,26.9073203393663,6.2466594940419,NA,NA,NA,0,"NAVCO2.1 ID 335",335,1,0,0,0,"1",1,2,18.779764830575,9.15648407138592,NA,10,3,"0","0"
335,"2013 Russia Snow Revolution protest banner",2013,"Snow Revolution","Russia",2010,2019,"Putin",0,0,1,1,0,1,0,1,0,0,"Russia Snow Revolution","Russia Snow Revolution",116,201,33,0.164179104477612,"2013 Russia Snow Revolution protest",0,365,"RUS","0",0,335,"close","Anti-Putin/ ""Snow Revolution""","Russia",0,1,2,1,0,2013,1,0,0,"","Russia",365,1.973,98.692,-0.308,0.507,0.784,0.401,4,9621.509765625,143506995,3.01939794071852,20.441812574244,25.845336826255,6.40482748233475,NA,NA,NA,0,"NAVCO2.1 ID 335",335,0,0,0,0,"0",1,1,18.7818943376205,9.17175647163957,NA,10,4,"0","0"
339,"2011 Mauritania Anti-Aziz Protests banner",2011,"Anti-Aziz Protests","Mauritania",2011,2014,"Mohamed Ould Abdel Aziz Regime, Government run census",0,0,1,0,0,1,0,1,0,0,"Mauritania Anti-Aziz Protests","Mauritania Anti-Aziz Protests",18,37,4,0.108108108108108,"2011 Mauritania Anti-Aziz Protests",0,435,"MRT","0",1,339,"exact","Anti-Aziz Protests","Mauritania",0,3,1,1,0,2013,1,2,0,"","Mauritania",435,1.343,90.125,0.592,0.719,0.787,0.8,-2,1463.59343478143,3524249,8.70334474019513,48.3025199043706,50.1828096997874,6.19883294369296,205608320,158061344,11,6,"NAVCO2.1 ID 339",339,0,0,0,0,"0",1,3,15.0751779218848,7.28864994747049,19.7117564998249,4,1,"2","0"
339,"2012 Mauritania Anti-Aziz Protests banner",2012,"Anti-Aziz Protests","Mauritania",2011,2014,"Mohamed Ould Abdel Aziz Regime, Government run census",0,0,1,0,0,1,0,1,0,0,"Mauritania Anti-Aziz Protests","Mauritania Anti-Aziz Protests",21,33,3,0.0909090909090909,"2012 Mauritania Anti-Aziz Protests",0,435,"MRT","0",1,339,"exact","Anti-Aziz Protests","Mauritania",0,3,2,1,0,2013,1,0,0,"","Mauritania",435,1.343,90.688,0.592,0.72,0.787,0.795,-2,1481.97649661363,3636113,20.6013054045892,62.5267675338065,48.2613552096143,6.01931487084932,261716080,244454240,16,6,"NAVCO2.1 ID 339",339,0,0,0,0,"0",1,3,15.1064258119044,7.30113194649521,20.0423837733805,4,2,"0","0"
339,"2013 Mauritania Anti-Aziz Protests banner",2013,"Anti-Aziz Protests","Mauritania",2011,2014,"Mohamed Ould Abdel Aziz Regime, Government run census",0,0,1,0,0,1,0,1,0,0,"Mauritania Anti-Aziz Protests","Mauritania Anti-Aziz Protests",17,38,1,0.0263157894736842,"2013 Mauritania Anti-Aziz Protests",0,435,"MRT","0",1,339,"exact","Anti-Aziz Protests","Mauritania",0,3,-99,1,0,2013,1,0,0,"","Mauritania",435,1.499,89.75,0.176,0.608,0.786,0.695,-2,1499.43029989696,3742959,15.5890199648425,56.8502249709266,45.5485992122422,5.93652204282657,280903584,467624160,16,6,"NAVCO2.1 ID 339",339,0,0,0,0,"0",1,3,15.1353870330462,7.3128405148793,20.4336188286052,4,3,"0","0"
340,"2010 Western Sahara Renewed Western Sahara Independence Protests banner",2010,"Renewed Western Sahara Independence Protests","Western Sahara",2010,2019,"Moroccan Government",0,0,1,1,0,1,1,0,0,0,"Western Sahara Renewed Western Sahara Independence Protests","Western Sahara Renewed Western Sahara Independence Protests",71,127,24,0.188976377952756,"2010 Western Sahara Renewed Western Sahara Independence Protests",0,600,"MAR","0",1,340,"exact","Western Sahara Independence Movement","Western Sahara",1,3,2,1,0,2013,1,5,0,"Western Sahara","Morocco",600,1.066,93.8,0.036,0.611,0.551,0.566,-6,2385.51220703125,32464865,1.33090448180717,43.0146159179429,32.2330186178348,6.40476946377292,1586029184,2648271104,10,6,"NAVCO2.1 ID 340",340,1,0,0,0,"1",1,3,17.2956689855917,7.77716914212238,22.1664839303846,10,1,"5","0"
340,"2011 Western Sahara Renewed Western Sahara Independence Protests banner",2011,"Renewed Western Sahara Independence Protests","Western Sahara",2010,2019,"Moroccan Government",0,0,1,1,0,1,1,0,0,0,"Western Sahara Renewed Western Sahara Independence Protests","Western Sahara Renewed Western Sahara Independence Protests",83,141,24,0.170212765957447,"2011 Western Sahara Renewed Western Sahara Independence Protests",0,600,"MAR","0",1,340,"exact","Western Sahara Independence Movement","Western Sahara",1,3,-99,1,0,2013,1,5,0,"Western Sahara","Morocco",600,1.066,93.8,0.069,0.615,0.551,0.598,-4,2476.39111328125,32903699,2.48727462132161,48.7267659012507,34.7000342650751,6.5128355014618,950826048,1315890560,9,6,"NAVCO2.1 ID 340",340,1,0,0,0,"1",1,3,17.3090956410266,7.8145575830751,21.5415981936,10,2,"5","0"
340,"2012 Western Sahara Renewed Western Sahara Independence Protests banner",2012,"Renewed Western Sahara Independence Protests","Western Sahara",2010,2019,"Moroccan Government",0,0,1,1,0,1,1,0,0,0,"Western Sahara Renewed Western Sahara Independence Protests","Western Sahara Renewed Western Sahara Independence Protests",75,124,16,0.129032258064516,"2012 Western Sahara Renewed Western Sahara Independence Protests",0,600,"MAR","0",1,340,"exact","Western Sahara Independence Movement","Western Sahara",1,3,1,1,0,2013,1,5,0,"Western Sahara","Morocco",600,1.066,93.933,0.069,0.616,0.551,0.596,-4,2515.82373046875,33352169,2.89209442103955,50.1953693973565,34.9295478964619,6.66869198796731,2373028864,2077717632,12,6,"NAVCO2.1 ID 340",340,1,0,0,0,"1",1,3,17.3226333656923,7.83035555593392,22.2163376711906,10,3,"5","0"
340,"2013 Western Sahara Renewed Western Sahara Independence Protests banner",2013,"Renewed Western Sahara Independence Protests","Western Sahara",2010,2019,"Moroccan Government",0,0,1,1,0,1,1,0,0,0,"Western Sahara Renewed Western Sahara Independence Protests","Western Sahara Renewed Western Sahara Independence Protests",57,86,14,0.162790697674419,"2013 Western Sahara Renewed Western Sahara Independence Protests",0,600,"MAR","0",1,340,"exact","Western Sahara Independence Movement","Western Sahara",5,3,1,1,0,2013,1,5,0,"Western Sahara","Morocco",600,1.066,93.273,0.153,0.614,0.545,0.613,-4,2593.99560546875,33803527,3.14616379903882,47.2429150383719,32.7776435173172,6.67064562959864,1789975552,3595141632,14,6,"NAVCO2.1 ID 340",340,0,0,0,1,"5",1,3,17.3360757041217,7.86095467076113,22.4069049086922,10,4,"5","0"
341,"2009 Yemen Al Qaeda in the Arabian Peninsula protest banner",2009,"Al Qaeda in the Arabian Peninsula","Yemen",2009,2019,"Yemen government",0,0,1,1,1,0,0,1,0,0,"Yemen Al Qaeda in the Arabian Peninsula","Yemen Al Qaeda in the Arabian Peninsula",94,176,20,0.113636363636364,"2009 Yemen Al Qaeda in the Arabian Peninsula protest",0,679,"YEM","1",1,341,"exact","Al Qaeda in the Arabian Peninsula","Yemen",0,3,0,0,0,2013,1,3,0,"Arabian Peninsula","Yemen",679,0.145,71.538,-0.227,0.393,0.249,0.459,-2,2435.76727333535,24029589,0.514120933823452,NA,NA,NA,1331656704,518889312,11,5,"NAVCO2.1 ID 341",341,0,0,0,0,"0",0,3,16.9947965039459,7.79801708786826,21.3387465768145,11,1,"3","1"
341,"2010 Yemen Al Qaeda in the Arabian Peninsula protest banner",2010,"Al Qaeda in the Arabian Peninsula","Yemen",2009,2019,"Yemen government",0,0,1,1,1,0,0,1,0,0,"Yemen Al Qaeda in the Arabian Peninsula","Yemen Al Qaeda in the Arabian Peninsula",139,231,29,0.125541125541126,"2010 Yemen Al Qaeda in the Arabian Peninsula protest",0,679,"YEM","1",1,341,"exact","Al Qaeda in the Arabian Peninsula","Yemen",0,3,0,0,0,2013,1,3,0,"Arabian Peninsula","Yemen",679,0.145,71.077,-0.33,0.387,0.209,0.473,-2,2547.64071414516,24743946,0.610357927076417,34.3905592167085,29.9950775630093,7.63429460814535,477163936,630243776,12,5,"NAVCO2.1 ID 341",341,0,0,0,0,"0",0,3,17.0240914109974,7.84292299974224,20.8252877272919,11,2,"3","1"
341,"2011 Yemen Al Qaeda in the Arabian Peninsula protest banner",2011,"Al Qaeda in the Arabian Peninsula","Yemen",2009,2019,"Yemen government",0,0,1,1,1,0,0,1,0,0,"Yemen Al Qaeda in the Arabian Peninsula","Yemen Al Qaeda in the Arabian Peninsula",294,666,62,0.0930930930930931,"2011 Yemen Al Qaeda in the Arabian Peninsula protest",0,679,"YEM","1",1,341,"exact","Al Qaeda in the Arabian Peninsula","Yemen",3,3,0,0,0,2013,1,3,0,"Arabian Peninsula","Yemen",679,0.132,65.538,-0.174,0.394,0.233,0.536,-2,2159.84545808928,25475610,-1.58233916831705,32.7190337847532,30.3404241701511,7.45171915265359,369311968,560325376,11,5,"NAVCO2.1 ID 341",341,1,1,0,0,"3",0,3,17.0532320818305,7.6777919509377,20.6503051164478,11,3,"3","1"
341,"2012 Yemen Al Qaeda in the Arabian Peninsula protest banner",2012,"Al Qaeda in the Arabian Peninsula","Yemen",2009,2019,"Yemen government",0,0,1,1,1,0,0,1,0,0,"Yemen Al Qaeda in the Arabian Peninsula","Yemen Al Qaeda in the Arabian Peninsula",194,339,42,0.123893805309735,"2012 Yemen Al Qaeda in the Arabian Peninsula protest",0,679,"YEM","1",1,341,"exact","Al Qaeda in the Arabian Peninsula","Yemen",0,3,1,0,0,2013,1,3,0,"Arabian Peninsula","Yemen",679,-0.466,65.077,0.211,0.484,0.245,0.63,3,2148.46678905805,26223391,-0.0402221923159827,36.497920216673,24.8637169658953,7.35386286822423,549008704,403543296,15,5,"NAVCO2.1 ID 341",341,0,0,0,0,"0",0,3,17.0821623566943,7.67250974536137,20.6746552577006,11,4,"3","1"
341,"2013 Yemen Al Qaeda in the Arabian Peninsula protest banner",2013,"Al Qaeda in the Arabian Peninsula","Yemen",2009,2019,"Yemen government",0,0,1,1,1,0,0,1,0,0,"Yemen Al Qaeda in the Arabian Peninsula","Yemen Al Qaeda in the Arabian Peninsula",116,206,37,0.179611650485437,"2013 Yemen Al Qaeda in the Arabian Peninsula protest",0,679,"YEM","1",1,341,"exact","Al Qaeda in the Arabian Peninsula","Yemen",0,3,1,0,0,2013,1,3,0,"Arabian Peninsula","Yemen",679,-0.466,65.727,-0.005,0.446,0.219,0.565,3,2188.61751439402,26984002,-0.330496410064222,30.152279647517,22.3595984891919,7.379182386964,664382656,767698496,16,5,"NAVCO2.1 ID 341",341,0,0,0,0,"0",0,3,17.1107547298416,7.6910253515083,21.0823945749685,11,5,"3","1"
356,"2013 Syria Islamic State protest banner",2013,"Islamic State","Syria",2013,2019,"Syrian government",0,0,1,1,1,0,0,1,0,0,"Syria Islamic State","Syria Islamic State",218,476,88,0.184873949579832,"2013 Syria Islamic State protest",0,652,"SYR","0",1,356,"exact","Islamic State","Syria",0,3,2,0,1,2013,1,0,0,"","Syria",652,-0.897,45.7,-2.935,0.064,0.111,0.038,-9,891.451785733885,21495821,NA,36.9272368111259,7.7780179722273,3.56715656840793,1727367680,603934528,10,6,"NAVCO2.1 ID 356",356,0,0,0,0,"0",0,3,16.8833691021122,6.79285135365773,21.5696928363871,7,1,"0","1"
361,"2013 Central African Republic anti-Balaka protest banner",2013,"anti-Balaka","Central African Republic",2013,2014,"Central African Republic govt",1,0,0,0,1,0,0,1,0,0,"Central African Republic anti-Balaka","Central African Republic anti-Balaka",182,242,14,0.0578512396694215,"2013 Central African Republic anti-Balaka protest",0,482,"CAF","0",1,361,"exact","Anti-balaka","Central African Republic",0,3,2,0,1,2013,1,0,0,"","Central African Republic",482,-0.696,59.5,-1.472,0.318,0.336,0.495,0,338.16570463051,4802428,0.109532615721406,23.4263327799409,14.9729547921906,4.30822043275428,95979744,144971296,13,6,"NAVCO2.1 ID 361",361,0,0,0,0,"0",0,3,15.3846321813209,5.82353602573568,19.3001043214397,2,1,"0","1"
